First _Name,Last_Name,Company,Mobile,Country,Job_Title,Industry,Company_Size,Last_Activity_Days,Web_Engagement_Score
Defective Lead 2571,Lead2571,Company 463,0044 7700 900123,,VP Sales,,50,1,10
Defective Lead 2572,Lead2572,Company 1998,4155552671,USA,Intern,Finance,,30,5
Defective Lead 2573,Lead2573,Company 497,0044 7700 900123,United States,CTO,Finance,200,,5
Defective Lead 2574,Lead2574,Company 1350,0044 7700 900123,44,Manager,,,180,0
Defective Lead 2575,Lead2575,Company 1194,0044 7700 900123,UK,VP Sales,,,1,10
Defective Lead 2576,Lead2576,Company 1244,+91 98765 43210,UK,Manager,,20,1,
Defective Lead 2577,Lead2577,Company 1032,(415) 555-2671,IN,,,,30,70
Defective Lead 2578,Lead2578,Company 1245,(415) 555-2671,USA,,,,90,0
Defective Lead 2579,Lead2579,Company 610,9876543210,,,Manufacturing,500,30,70
Defective Lead 2580,Lead2580,Company 1739,0044 7700 900123,,VP Sales,IT,500,90,0
Defective Lead 2581,Lead2581,Company 617,0091-9876543210,India,Manager,,,3,
Defective Lead 2582,Lead2582,Company 1212,,IN,Intern,Finance,50,3,90
Defective Lead 2583,Lead2583,Company 372,,,Manager,,,3,30
Defective Lead 2584,Lead2584,Company 930,(415) 555-2671,US,CEO,,5,90,5
Defective Lead 2585,Lead2585,Company 1969,0044 7700 900123,,Manager,Manufacturing,50,30,0
Defective Lead 2586,Lead2586,Company 1495,0091-9876543210,IN,,,20,90,70
Defective Lead 2587,Lead2587,Company 1183,(415) 555-2671,,Director,Manufacturing,,180,
Defective Lead 2588,Lead2588,Company 876,0091-9876543210,,Director,Manufacturing,200,1,
Defective Lead 2589,Lead2589,Company 1835,+91 98765 43210,,CTO,Healthcare,,30,30
Defective Lead 2590,Lead2590,Company 1908,+91 98765 43210,U.K,,,50,1,90
Defective Lead 2591,Lead2591,Company 1968,(415) 555-2671,U.K,,Finance,20,3,
Defective Lead 2592,Lead2592,Company 665,(415) 555-2671,IND,CEO,Manufacturing,200,15,70
Defective Lead 2593,Lead2593,Company 1053,0044 7700 900123,IND,CTO,Healthcare,500,,70
Defective Lead 2594,Lead2594,Company 363,,United States,,Manufacturing,200,90,5
Defective Lead 2595,Lead2595,Company 1412,(415) 555-2671,,,IT,200,15,
Defective Lead 2596,Lead2596,Company 1599,0091-9876543210,US,Director,Manufacturing,50,7,70
Defective Lead 2597,Lead2597,Company 832,,United States,Intern,,,180,0
Defective Lead 2598,Lead2598,Company 701,4155552671,IN,Director,Healthcare,20,3,30
Defective Lead 2599,Lead2599,Company 1092,4155552671,USA,VP Sales,Healthcare,,,10
Defective Lead 2600,Lead2600,Company 1227,(415) 555-2671,91,Intern,,1000,3,30
Defective Lead 2601,Lead2601,Company 1968,4155552671,United States,CTO,IT,50,15,30
Defective Lead 2602,Lead2602,Company 1502,,US,VP Sales,IT,200,,70
Defective Lead 2603,Lead2603,Company 1627,0091-9876543210,IND,Intern,IT,500,15,
Defective Lead 2604,Lead2604,Company 780,0091-9876543210,91,Manager,,200,30,30
Defective Lead 2605,Lead2605,Company 1071,(415) 555-2671,USA,,,,180,70
Defective Lead 2606,Lead2606,Company 1005,,IND,,Healthcare,500,,90
Defective Lead 2607,Lead2607,Company 1015,(415) 555-2671,,Intern,Finance,,90,90
Defective Lead 2608,Lead2608,Company 1009,,,CTO,Finance,5,15,70
Defective Lead 2609,Lead2609,Company 325,+44 7700 900123,US,Manager,,50,15,10
Defective Lead 2610,Lead2610,Company 1221,+91 98765 43210,44,Manager,IT,,30,5
Defective Lead 2611,Lead2611,Company 154,,91,CTO,,5,7,
Defective Lead 2612,Lead2612,Company 1980,(415) 555-2671,44,Intern,IT,1000,3,
Defective Lead 2613,Lead2613,Company 864,,USA,,Finance,1000,,70
Defective Lead 2614,Lead2614,Company 482,9876543210,IN,VP Sales,Finance,50,90,
Defective Lead 2615,Lead2615,Company 1179,(415) 555-2671,U.K,,,20,90,70
Defective Lead 2616,Lead2616,Company 34,+91 98765 43210,United States,Intern,,200,180,70
Defective Lead 2617,Lead2617,Company 1110,,USA,Director,,,7,30
Defective Lead 2618,Lead2618,Company 1168,4155552671,India,Director,Healthcare,500,7,5
Defective Lead 2619,Lead2619,Company 928,0044 7700 900123,US,,Healthcare,20,,
Defective Lead 2620,Lead2620,Company 1691,(415) 555-2671,USA,Intern,,20,180,0
Defective Lead 2621,Lead2621,Company 1200,,United States,VP Sales,IT,5,180,30
Defective Lead 2622,Lead2622,Company 431,0091-9876543210,IND,Intern,Healthcare,20,,30
Defective Lead 2623,Lead2623,Company 138,,91,Director,IT,20,7,70
Defective Lead 2624,Lead2624,Company 34,4155552671,U.K,Director,IT,5,7,5
Defective Lead 2625,Lead2625,Company 1186,0091-9876543210,UK,Manager,Manufacturing,20,1,
Defective Lead 2626,Lead2626,Company 972,,USA,Manager,Healthcare,,15,70
Defective Lead 2627,Lead2627,Company 240,+44 7700 900123,,Manager,Healthcare,50,180,30
Defective Lead 2628,Lead2628,Company 1614,+91 98765 43210,,CTO,,200,,70
Defective Lead 2629,Lead2629,Company 1998,9876543210,91,Manager,Manufacturing,500,3,10
Defective Lead 2630,Lead2630,Company 562,+91 98765 43210,91,Director,Manufacturing,200,90,70
Defective Lead 2631,Lead2631,Company 1455,0091-9876543210,IN,Intern,Finance,200,90,70
Defective Lead 2632,Lead2632,Company 350,0091-9876543210,91,Manager,Finance,,30,0
Defective Lead 2633,Lead2633,Company 843,,UK,Manager,IT,1000,30,90
Defective Lead 2634,Lead2634,Company 861,+91 98765 43210,,CTO,Manufacturing,20,90,70
Defective Lead 2635,Lead2635,Company 1859,+91 98765 43210,,Intern,Healthcare,500,15,5
Defective Lead 2636,Lead2636,Company 1665,,,CEO,Healthcare,1000,90,70
Defective Lead 2637,Lead2637,Company 1512,(415) 555-2671,United States,,Healthcare,200,7,
Defective Lead 2638,Lead2638,Company 1454,+91 98765 43210,USA,CTO,Finance,500,15,5
Defective Lead 2639,Lead2639,Company 1015,,IND,Intern,Manufacturing,200,3,10
Defective Lead 2640,Lead2640,Company 1865,+91 98765 43210,US,CEO,Healthcare,,3,90
Defective Lead 2641,Lead2641,Company 1387,+44 7700 900123,USA,,Finance,500,3,90
Defective Lead 2642,Lead2642,Company 1345,9876543210,India,,,500,1,
Defective Lead 2643,Lead2643,Company 1708,,91,Manager,Healthcare,,15,
Defective Lead 2644,Lead2644,Company 1956,,44,Director,,20,30,0
Defective Lead 2645,Lead2645,Company 782,0091-9876543210,UK,CEO,,200,15,10
Defective Lead 2646,Lead2646,Company 220,4155552671,,Intern,IT,500,180,
Defective Lead 2647,Lead2647,Company 1581,,UK,,,200,3,5
Defective Lead 2648,Lead2648,Company 733,0044 7700 900123,IN,CTO,IT,50,180,70
Defective Lead 2649,Lead2649,Company 1841,,,Director,,200,30,90
Defective Lead 2650,Lead2650,Company 1521,,,,,50,15,90
Defective Lead 2651,Lead2651,Company 1253,+91 98765 43210,IN,CEO,Manufacturing,20,3,5
Defective Lead 2652,Lead2652,Company 463,+44 7700 900123,44,Manager,Finance,,7,
Defective Lead 2653,Lead2653,Company 1989,(415) 555-2671,US,CEO,Finance,1000,3,30
Defective Lead 2654,Lead2654,Company 1415,(415) 555-2671,India,Manager,IT,1000,180,90
Defective Lead 2655,Lead2655,Company 673,9876543210,IN,,,,180,30
Defective Lead 2656,Lead2656,Company 1016,4155552671,IN,VP Sales,,200,,90
Defective Lead 2657,Lead2657,Company 407,,IND,CEO,,20,3,0
Defective Lead 2658,Lead2658,Company 1833,(415) 555-2671,USA,Intern,IT,50,1,70
Defective Lead 2659,Lead2659,Company 1359,(415) 555-2671,UK,CTO,Healthcare,,3,90
Defective Lead 2660,Lead2660,Company 298,0091-9876543210,IN,CTO,Healthcare,500,7,
Defective Lead 2661,Lead2661,Company 1683,+91 98765 43210,India,Intern,,20,180,70
Defective Lead 2662,Lead2662,Company 4,0044 7700 900123,IN,CEO,Manufacturing,,7,
Defective Lead 2663,Lead2663,Company 1246,,US,CTO,IT,20,,90
Defective Lead 2664,Lead2664,Company 1582,(415) 555-2671,U.K,,,200,,
Defective Lead 2665,Lead2665,Company 788,0044 7700 900123,IND,,Manufacturing,20,180,30
Defective Lead 2666,Lead2666,Company 1374,+44 7700 900123,U.K,,,500,90,0
Defective Lead 2667,Lead2667,Company 629,+91 98765 43210,IND,VP Sales,Healthcare,,7,30
Defective Lead 2668,Lead2668,Company 1346,4155552671,IND,CEO,,,,90
Defective Lead 2669,Lead2669,Company 1846,9876543210,91,Intern,Finance,1000,180,10
Defective Lead 2670,Lead2670,Company 783,0091-9876543210,,Intern,Finance,50,1,70
Defective Lead 2671,Lead2671,Company 1594,,USA,Director,Finance,50,,
Defective Lead 2672,Lead2672,Company 777,+91 98765 43210,,,,50,7,5
Defective Lead 2673,Lead2673,Company 1352,+44 7700 900123,US,CEO,IT,20,,30
Defective Lead 2674,Lead2674,Company 1494,9876543210,IND,Manager,Healthcare,,30,0
Defective Lead 2675,Lead2675,Company 612,+44 7700 900123,,,,20,7,10
Defective Lead 2676,Lead2676,Company 1872,+91 98765 43210,44,Intern,Finance,20,7,70
Defective Lead 2677,Lead2677,Company 919,,India,,Finance,5,15,0
Defective Lead 2678,Lead2678,Company 928,4155552671,IND,VP Sales,Manufacturing,50,90,30
Defective Lead 2679,Lead2679,Company 1360,4155552671,,,Healthcare,20,15,30
Defective Lead 2680,Lead2680,Company 1524,0044 7700 900123,United States,CTO,,5,15,90
Defective Lead 2681,Lead2681,Company 1762,,US,Manager,,,90,0
Defective Lead 2682,Lead2682,Company 713,0091-9876543210,India,CEO,Finance,20,15,0
Defective Lead 2683,Lead2683,Company 243,0044 7700 900123,United States,,Manufacturing,,90,90
Defective Lead 2684,Lead2684,Company 709,+44 7700 900123,,VP Sales,Healthcare,,,90
Defective Lead 2685,Lead2685,Company 1622,9876543210,44,CTO,,5,180,10
Defective Lead 2686,Lead2686,Company 1122,+91 98765 43210,US,CEO,Manufacturing,5,7,30
Defective Lead 2687,Lead2687,Company 415,0091-9876543210,UK,CEO,Manufacturing,50,90,5
Defective Lead 2688,Lead2688,Company 1002,,India,Manager,Healthcare,20,,10
Defective Lead 2689,Lead2689,Company 505,(415) 555-2671,India,CEO,IT,200,7,0
Defective Lead 2690,Lead2690,Company 1484,,U.K,,Finance,,30,5
Defective Lead 2691,Lead2691,Company 1299,0091-9876543210,UK,Director,IT,1000,3,5
Defective Lead 2692,Lead2692,Company 883,9876543210,,Director,,,90,
Defective Lead 2693,Lead2693,Company 654,(415) 555-2671,United States,,IT,200,1,10
Defective Lead 2694,Lead2694,Company 606,+44 7700 900123,UK,Director,Manufacturing,20,1,0
Defective Lead 2695,Lead2695,Company 1100,,U.K,Manager,,,15,70
Defective Lead 2696,Lead2696,Company 1152,0091-9876543210,US,Manager,IT,200,7,5
Defective Lead 2697,Lead2697,Company 1123,4155552671,,,Manufacturing,,3,70
Defective Lead 2698,Lead2698,Company 600,9876543210,USA,CTO,,,,70
Defective Lead 2699,Lead2699,Company 482,9876543210,U.K,,Healthcare,1000,3,10
Defective Lead 2700,Lead2700,Company 183,+91 98765 43210,USA,,,,90,5
Defective Lead 2701,Lead2701,Company 1627,+91 98765 43210,44,Intern,IT,1000,15,90
Defective Lead 2702,Lead2702,Company 877,+44 7700 900123,USA,CTO,IT,50,180,90
Defective Lead 2703,Lead2703,Company 1276,0044 7700 900123,United States,,Manufacturing,200,3,30
Defective Lead 2704,Lead2704,Company 234,+44 7700 900123,UK,Intern,Finance,20,,
Defective Lead 2705,Lead2705,Company 481,(415) 555-2671,IND,CTO,,,90,5
Defective Lead 2706,Lead2706,Company 15,+44 7700 900123,UK,Director,Healthcare,50,15,
Defective Lead 2707,Lead2707,Company 544,+91 98765 43210,,Intern,,,7,5
Defective Lead 2708,Lead2708,Company 882,(415) 555-2671,IND,Intern,,5,180,30
Defective Lead 2709,Lead2709,Company 483,0044 7700 900123,USA,CTO,IT,50,7,5
Defective Lead 2710,Lead2710,Company 916,0091-9876543210,IN,,,20,180,10
Defective Lead 2711,Lead2711,Company 1470,9876543210,United States,Director,Manufacturing,1000,90,
Defective Lead 2712,Lead2712,Company 1338,,IND,Manager,Healthcare,50,180,
Defective Lead 2713,Lead2713,Company 362,,,Director,Manufacturing,,15,0
Defective Lead 2714,Lead2714,Company 1237,0044 7700 900123,,VP Sales,,5,1,70
Defective Lead 2715,Lead2715,Company 1548,0091-9876543210,US,,Manufacturing,5,30,90
Defective Lead 2716,Lead2716,Company 965,4155552671,US,CEO,IT,500,15,30
Defective Lead 2717,Lead2717,Company 1944,0044 7700 900123,U.K,Director,IT,200,3,
Defective Lead 2718,Lead2718,Company 994,,IND,,,500,30,90
Defective Lead 2719,Lead2719,Company 1981,4155552671,USA,CEO,Manufacturing,,,
Defective Lead 2720,Lead2720,Company 836,0044 7700 900123,44,Intern,Manufacturing,500,180,
Defective Lead 2721,Lead2721,Company 1248,0044 7700 900123,44,Manager,Finance,20,3,10
Defective Lead 2722,Lead2722,Company 829,+91 98765 43210,,CTO,,5,,30
Defective Lead 2723,Lead2723,Company 1140,+91 98765 43210,91,VP Sales,IT,,7,
Defective Lead 2724,Lead2724,Company 507,+91 98765 43210,US,CTO,Healthcare,500,1,0
Defective Lead 2725,Lead2725,Company 209,,US,CTO,,200,30,0
Defective Lead 2726,Lead2726,Company 481,,91,,IT,500,15,
Defective Lead 2727,Lead2727,Company 921,9876543210,India,CTO,Manufacturing,200,1,90
Defective Lead 2728,Lead2728,Company 125,,USA,Manager,IT,20,180,30
Defective Lead 2729,Lead2729,Company 556,+91 98765 43210,44,VP Sales,Manufacturing,,15,10
Defective Lead 2730,Lead2730,Company 541,0044 7700 900123,India,VP Sales,Manufacturing,5,,70
Defective Lead 2731,Lead2731,Company 1927,4155552671,United States,VP Sales,IT,20,30,
Defective Lead 2732,Lead2732,Company 1997,+44 7700 900123,IND,CEO,IT,500,3,10
Defective Lead 2733,Lead2733,Company 1896,0044 7700 900123,US,Director,Manufacturing,,7,30
Defective Lead 2734,Lead2734,Company 941,+44 7700 900123,United States,CTO,IT,5,15,10
Defective Lead 2735,Lead2735,Company 1508,,USA,,Manufacturing,50,30,30
Defective Lead 2736,Lead2736,Company 1112,,United States,,Finance,,,5
Defective Lead 2737,Lead2737,Company 98,9876543210,IND,VP Sales,Finance,500,30,0
Defective Lead 2738,Lead2738,Company 248,(415) 555-2671,,,,1000,,30
Defective Lead 2739,Lead2739,Company 1189,0044 7700 900123,91,,Manufacturing,500,90,30
Defective Lead 2740,Lead2740,Company 1883,0091-9876543210,,,Healthcare,500,15,0
Defective Lead 2741,Lead2741,Company 386,0044 7700 900123,,,,5,180,30
Defective Lead 2742,Lead2742,Company 77,+91 98765 43210,,CEO,Manufacturing,20,7,5
Defective Lead 2743,Lead2743,Company 1146,,,Manager,Manufacturing,200,,90
Defective Lead 2744,Lead2744,Company 1799,(415) 555-2671,,Director,,500,,10
Defective Lead 2745,Lead2745,Company 1633,0044 7700 900123,USA,Intern,Manufacturing,,15,
Defective Lead 2746,Lead2746,Company 1350,(415) 555-2671,UK,,,5,180,90
Defective Lead 2747,Lead2747,Company 1375,4155552671,US,CTO,Manufacturing,200,1,30
Defective Lead 2748,Lead2748,Company 126,0044 7700 900123,44,VP Sales,IT,1000,1,30
Defective Lead 2749,Lead2749,Company 1548,0091-9876543210,UK,VP Sales,Manufacturing,,30,10
Defective Lead 2750,Lead2750,Company 830,+91 98765 43210,U.K,CTO,,5,3,0
Defective Lead 2751,Lead2751,Company 1606,(415) 555-2671,,CTO,,,180,10
Defective Lead 2752,Lead2752,Company 522,,IN,VP Sales,Manufacturing,5,3,5
Defective Lead 2753,Lead2753,Company 1648,0044 7700 900123,UK,CEO,Finance,1000,30,5
Defective Lead 2754,Lead2754,Company 1779,,USA,Intern,,50,90,10
Defective Lead 2755,Lead2755,Company 454,0044 7700 900123,India,,Healthcare,1000,7,10
Defective Lead 2756,Lead2756,Company 1626,+44 7700 900123,United States,CEO,Healthcare,20,90,30
Defective Lead 2757,Lead2757,Company 818,,44,,Healthcare,,7,70
Defective Lead 2758,Lead2758,Company 1305,9876543210,United States,Director,IT,,90,10
Defective Lead 2759,Lead2759,Company 457,,India,CTO,Manufacturing,1000,30,0
Defective Lead 2760,Lead2760,Company 816,9876543210,44,,,1000,1,
Defective Lead 2761,Lead2761,Company 1797,,U.K,VP Sales,,500,,10
Defective Lead 2762,Lead2762,Company 1796,0044 7700 900123,U.K,CTO,Finance,,15,
Defective Lead 2763,Lead2763,Company 914,+44 7700 900123,IND,VP Sales,,,3,0
Defective Lead 2764,Lead2764,Company 1492,,USA,CTO,Manufacturing,,180,10
Defective Lead 2765,Lead2765,Company 1663,,91,,Finance,500,180,70
Defective Lead 2766,Lead2766,Company 947,+44 7700 900123,US,Director,,,1,90
Defective Lead 2767,Lead2767,Company 1238,,44,CTO,,20,90,30
Defective Lead 2768,Lead2768,Company 1534,0091-9876543210,,CTO,Finance,500,,90
Defective Lead 2769,Lead2769,Company 862,9876543210,United States,Director,Manufacturing,20,7,5
Defective Lead 2770,Lead2770,Company 1122,,UK,CEO,,20,3,30
Defective Lead 2771,Lead2771,Company 159,0044 7700 900123,44,VP Sales,,200,,0
Defective Lead 2772,Lead2772,Company 1861,0091-9876543210,IND,Manager,Finance,20,90,0
Defective Lead 2773,Lead2773,Company 1059,,United States,Director,Finance,,7,
Defective Lead 2774,Lead2774,Company 1156,+91 98765 43210,IN,,Finance,1000,1,90
Defective Lead 2775,Lead2775,Company 337,(415) 555-2671,UK,CEO,IT,1000,3,5
Defective Lead 2776,Lead2776,Company 209,,IND,,Manufacturing,500,180,30
Defective Lead 2777,Lead2777,Company 671,,,CEO,,500,90,
Defective Lead 2778,Lead2778,Company 320,(415) 555-2671,UK,CTO,IT,,15,70
Defective Lead 2779,Lead2779,Company 394,,United States,,Healthcare,,1,90
Defective Lead 2780,Lead2780,Company 1853,4155552671,IN,,Finance,500,15,90
Defective Lead 2781,Lead2781,Company 571,0091-9876543210,IN,,Finance,500,180,5
Defective Lead 2782,Lead2782,Company 1971,4155552671,44,Director,Finance,500,15,90
Defective Lead 2783,Lead2783,Company 602,0091-9876543210,IN,Manager,Manufacturing,,1,0
Defective Lead 2784,Lead2784,Company 643,+44 7700 900123,44,,,500,30,90
Defective Lead 2785,Lead2785,Company 564,9876543210,India,CEO,Healthcare,5,90,70
Defective Lead 2786,Lead2786,Company 246,,91,VP Sales,IT,,3,0
Defective Lead 2787,Lead2787,Company 348,,U.K,CEO,Manufacturing,20,1,30
Defective Lead 2788,Lead2788,Company 886,9876543210,United States,,Finance,50,3,30
Defective Lead 2789,Lead2789,Company 1207,,India,,Finance,500,,0
Defective Lead 2790,Lead2790,Company 1182,4155552671,91,,Finance,5,30,10
Defective Lead 2791,Lead2791,Company 783,+44 7700 900123,91,,,1000,,
Defective Lead 2792,Lead2792,Company 718,0044 7700 900123,91,,,200,30,70
Defective Lead 2793,Lead2793,Company 1552,+91 98765 43210,IN,VP Sales,,200,7,10
Defective Lead 2794,Lead2794,Company 574,0091-9876543210,United States,Intern,,5,7,30
Defective Lead 2795,Lead2795,Company 562,0091-9876543210,US,CTO,,5,3,0
Defective Lead 2796,Lead2796,Company 1060,,IN,Intern,Manufacturing,5,15,70
Defective Lead 2797,Lead2797,Company 823,9876543210,U.K,Director,Finance,50,1,90
Defective Lead 2798,Lead2798,Company 504,4155552671,India,,IT,50,180,5
Defective Lead 2799,Lead2799,Company 610,+44 7700 900123,,,,20,1,10
Defective Lead 2800,Lead2800,Company 315,,44,VP Sales,Manufacturing,5,30,30
Defective Lead 2801,Lead2801,Company 630,(415) 555-2671,United States,CTO,,500,180,
Defective Lead 2802,Lead2802,Company 1011,9876543210,91,CEO,Manufacturing,500,7,
Defective Lead 2803,Lead2803,Company 810,4155552671,USA,VP Sales,Manufacturing,500,,5
Defective Lead 2804,Lead2804,Company 47,4155552671,US,CEO,Manufacturing,1000,90,30
Defective Lead 2805,Lead2805,Company 1210,,US,VP Sales,,20,3,10
Defective Lead 2806,Lead2806,Company 534,0091-9876543210,,,Manufacturing,50,90,30
Defective Lead 2807,Lead2807,Company 646,,IN,CEO,,1000,15,
Defective Lead 2808,Lead2808,Company 1267,+44 7700 900123,US,CTO,Healthcare,5,90,90
Defective Lead 2809,Lead2809,Company 1091,,91,CEO,Healthcare,5,7,10
Defective Lead 2810,Lead2810,Company 497,(415) 555-2671,,CEO,Manufacturing,500,1,30
Defective Lead 2811,Lead2811,Company 66,+44 7700 900123,IN,Director,Healthcare,,90,10
Defective Lead 2812,Lead2812,Company 1984,0044 7700 900123,,VP Sales,,50,7,5
Defective Lead 2813,Lead2813,Company 631,4155552671,India,Manager,IT,20,30,10
Defective Lead 2814,Lead2814,Company 290,(415) 555-2671,USA,CTO,IT,1000,,70
Defective Lead 2815,Lead2815,Company 1743,,US,Intern,,5,90,90
Defective Lead 2816,Lead2816,Company 1511,,US,Manager,,20,,0
Defective Lead 2817,Lead2817,Company 270,,U.K,VP Sales,IT,200,30,0
Defective Lead 2818,Lead2818,Company 849,(415) 555-2671,91,,Manufacturing,200,90,30
Defective Lead 2819,Lead2819,Company 310,9876543210,91,,Healthcare,5,3,90
Defective Lead 2820,Lead2820,Company 626,4155552671,IN,Manager,Healthcare,,7,0
Defective Lead 2821,Lead2821,Company 914,0044 7700 900123,IN,CEO,Manufacturing,5,15,70
Defective Lead 2822,Lead2822,Company 1697,9876543210,India,,Healthcare,5,3,10
Defective Lead 2823,Lead2823,Company 962,+44 7700 900123,IN,Manager,Manufacturing,20,30,5
Defective Lead 2824,Lead2824,Company 887,,US,,,500,180,90
Defective Lead 2825,Lead2825,Company 1219,0091-9876543210,United States,,Finance,5,30,5
Defective Lead 2826,Lead2826,Company 153,4155552671,IND,Director,,50,,
Defective Lead 2827,Lead2827,Company 43,+91 98765 43210,UK,CEO,Healthcare,500,180,90
Defective Lead 2828,Lead2828,Company 81,0044 7700 900123,U.K,Manager,Healthcare,500,,90
Defective Lead 2829,Lead2829,Company 451,0091-9876543210,,Manager,Finance,,,90
Defective Lead 2830,Lead2830,Company 1578,+91 98765 43210,U.K,CEO,Manufacturing,200,15,0
Defective Lead 2831,Lead2831,Company 1147,0091-9876543210,U.K,Director,,20,30,30
Defective Lead 2832,Lead2832,Company 1280,0091-9876543210,IND,Director,Healthcare,20,1,30
Defective Lead 2833,Lead2833,Company 570,0044 7700 900123,U.K,CEO,Finance,,3,0
Defective Lead 2834,Lead2834,Company 2,+44 7700 900123,IND,,Manufacturing,50,90,70
Defective Lead 2835,Lead2835,Company 1478,,,,Manufacturing,50,3,70
Defective Lead 2836,Lead2836,Company 1149,,UK,,Manufacturing,200,1,30
Defective Lead 2837,Lead2837,Company 722,0091-9876543210,IN,Director,Finance,200,180,5
Defective Lead 2838,Lead2838,Company 481,9876543210,U.K,Manager,IT,20,7,10
Defective Lead 2839,Lead2839,Company 302,4155552671,U.K,,,500,30,5
Defective Lead 2840,Lead2840,Company 364,4155552671,US,Director,Manufacturing,5,,
Defective Lead 2841,Lead2841,Company 1544,,United States,,Manufacturing,5,1,30
Defective Lead 2842,Lead2842,Company 1942,0044 7700 900123,USA,Manager,,1000,15,30
Defective Lead 2843,Lead2843,Company 1355,4155552671,United States,CTO,Healthcare,1000,15,
Defective Lead 2844,Lead2844,Company 174,(415) 555-2671,US,VP Sales,,500,,70
Defective Lead 2845,Lead2845,Company 1357,,91,Manager,Healthcare,50,1,0
Defective Lead 2846,Lead2846,Company 1371,,USA,,Healthcare,20,15,
Defective Lead 2847,Lead2847,Company 103,0044 7700 900123,,CTO,Manufacturing,,30,30
Defective Lead 2848,Lead2848,Company 1929,,IN,Intern,,,,70
Defective Lead 2849,Lead2849,Company 626,0044 7700 900123,UK,VP Sales,Finance,20,3,5
Defective Lead 2850,Lead2850,Company 1193,9876543210,,,,,30,70
Defective Lead 2851,Lead2851,Company 199,4155552671,91,Intern,Finance,,1,
Defective Lead 2852,Lead2852,Company 1904,,US,Intern,,50,7,5
Defective Lead 2853,Lead2853,Company 402,0044 7700 900123,US,,,50,7,30
Defective Lead 2854,Lead2854,Company 100,0044 7700 900123,,,Finance,20,90,70
Defective Lead 2855,Lead2855,Company 1185,(415) 555-2671,,Intern,,,15,90
Defective Lead 2856,Lead2856,Company 1073,(415) 555-2671,IN,Manager,Healthcare,50,90,5
Defective Lead 2857,Lead2857,Company 461,(415) 555-2671,,CEO,Finance,500,,70
Defective Lead 2858,Lead2858,Company 1468,0044 7700 900123,IND,CTO,Healthcare,5,7,30
Defective Lead 2859,Lead2859,Company 210,0044 7700 900123,IN,Director,Healthcare,500,90,5
Defective Lead 2860,Lead2860,Company 828,+91 98765 43210,44,VP Sales,Healthcare,500,90,5
Defective Lead 2861,Lead2861,Company 796,,IND,Director,Finance,,3,5
Defective Lead 2862,Lead2862,Company 1709,0091-9876543210,United States,Director,,,3,0
Defective Lead 2863,Lead2863,Company 469,+44 7700 900123,IN,Director,Finance,,3,5
Defective Lead 2864,Lead2864,Company 529,+91 98765 43210,IND,CEO,IT,5,15,10
Defective Lead 2865,Lead2865,Company 1453,4155552671,U.K,Intern,,,,5
Defective Lead 2866,Lead2866,Company 1575,0044 7700 900123,US,,,5,180,0
Defective Lead 2867,Lead2867,Company 1299,,91,Intern,Healthcare,1000,30,90
Defective Lead 2868,Lead2868,Company 1085,0044 7700 900123,91,VP Sales,,,3,0
Defective Lead 2869,Lead2869,Company 1744,,IN,Manager,Manufacturing,20,3,30
Defective Lead 2870,Lead2870,Company 1320,0091-9876543210,USA,VP Sales,,50,3,70
Defective Lead 2871,Lead2871,Company 429,0044 7700 900123,UK,Intern,Finance,5,1,30
Defective Lead 2872,Lead2872,Company 600,+91 98765 43210,44,,Healthcare,5,3,30
Defective Lead 2873,Lead2873,Company 1769,+44 7700 900123,USA,VP Sales,Finance,,1,10
Defective Lead 2874,Lead2874,Company 922,+44 7700 900123,44,CTO,IT,20,30,5
Defective Lead 2875,Lead2875,Company 675,9876543210,IN,,IT,,3,0
Defective Lead 2876,Lead2876,Company 274,4155552671,44,Manager,Healthcare,50,30,0
Defective Lead 2877,Lead2877,Company 319,,UK,Manager,Manufacturing,1000,,90
Defective Lead 2878,Lead2878,Company 873,+44 7700 900123,US,,Finance,,,5
Defective Lead 2879,Lead2879,Company 236,0044 7700 900123,IND,CTO,IT,500,180,30
Defective Lead 2880,Lead2880,Company 1985,(415) 555-2671,United States,VP Sales,Finance,5,15,5
Defective Lead 2881,Lead2881,Company 1634,,United States,Director,Manufacturing,50,3,5
Defective Lead 2882,Lead2882,Company 872,+44 7700 900123,USA,Intern,,200,1,70
Defective Lead 2883,Lead2883,Company 687,,United States,Director,Healthcare,,1,0
Defective Lead 2884,Lead2884,Company 861,4155552671,United States,VP Sales,IT,5,3,90
Defective Lead 2885,Lead2885,Company 1616,,,CEO,Healthcare,50,90,0
Defective Lead 2886,Lead2886,Company 277,+44 7700 900123,91,,Finance,,3,70
Defective Lead 2887,Lead2887,Company 1787,0044 7700 900123,U.K,Director,,,180,10
Defective Lead 2888,Lead2888,Company 380,,US,,Finance,500,3,30
Defective Lead 2889,Lead2889,Company 1522,+91 98765 43210,91,Intern,Finance,1000,1,70
Defective Lead 2890,Lead2890,Company 70,+91 98765 43210,India,Intern,Manufacturing,1000,30,30
Defective Lead 2891,Lead2891,Company 1893,,India,Manager,,500,,70
Defective Lead 2892,Lead2892,Company 183,+44 7700 900123,IN,Intern,Finance,1000,7,0
Defective Lead 2893,Lead2893,Company 86,9876543210,91,Manager,Manufacturing,20,,70
Defective Lead 2894,Lead2894,Company 35,0091-9876543210,India,Intern,IT,,1,70
