First _Name,Last_Name,Company,Mobile,Country,Job_Title,Industry,Company_Size,Last_Activity_Days,Web_Engagement_Score
Defective Lead 4350,Lead4350,Company 1846,4155552671,,Manager,,,180,
Defective Lead 4351,Lead4351,Company 328,+44 7700 900123,India,CTO,Finance,500,,
Defective Lead 4352,Lead4352,Company 2000,9876543210,91,Intern,Finance,50,1,90
Defective Lead 4353,Lead4353,Company 1335,9876543210,India,Manager,Healthcare,5,,
Defective Lead 4354,Lead4354,Company 1003,+44 7700 900123,44,VP Sales,,200,30,90
Defective Lead 4355,Lead4355,Company 1489,0091-9876543210,India,,Finance,200,7,90
Defective Lead 4356,Lead4356,Company 1498,9876543210,,,Healthcare,1000,,70
Defective Lead 4357,Lead4357,Company 1887,,UK,Intern,Manufacturing,,3,90
Defective Lead 4358,Lead4358,Company 481,+44 7700 900123,IN,,Healthcare,50,90,0
Defective Lead 4359,Lead4359,Company 533,9876543210,44,CEO,,200,15,0
Defective Lead 4360,Lead4360,Company 1073,+91 98765 43210,USA,Director,Healthcare,500,180,70
Defective Lead 4361,Lead4361,Company 1554,0091-9876543210,,VP Sales,Finance,20,7,
Defective Lead 4362,Lead4362,Company 816,+91 98765 43210,IND,Manager,,200,30,70
Defective Lead 4363,Lead4363,Company 194,9876543210,44,,Finance,5,3,10
Defective Lead 4364,Lead4364,Company 1610,+91 98765 43210,44,Director,,5,15,5
Defective Lead 4365,Lead4365,Company 1529,(415) 555-2671,,CTO,IT,5,90,90
Defective Lead 4366,Lead4366,Company 589,+44 7700 900123,,VP Sales,Manufacturing,20,30,90
Defective Lead 4367,Lead4367,Company 808,0091-9876543210,U.K,CEO,Finance,,,30
Defective Lead 4368,Lead4368,Company 1977,,USA,Manager,,20,7,70
Defective Lead 4369,Lead4369,Company 1665,9876543210,IND,Director,Healthcare,5,180,
Defective Lead 4370,Lead4370,Company 1712,0044 7700 900123,USA,VP Sales,Healthcare,,180,70
Defective Lead 4371,Lead4371,Company 682,4155552671,U.K,,Healthcare,500,7,90
Defective Lead 4372,Lead4372,Company 978,9876543210,UK,Director,Manufacturing,20,180,
Defective Lead 4373,Lead4373,Company 1215,9876543210,IND,CTO,Finance,5,,70
Defective Lead 4374,Lead4374,Company 1832,4155552671,India,Manager,IT,1000,3,0
Defective Lead 4375,Lead4375,Company 817,0044 7700 900123,,Manager,IT,5,,70
Defective Lead 4376,Lead4376,Company 1871,,UK,Intern,IT,5,180,
Defective Lead 4377,Lead4377,Company 1743,(415) 555-2671,IN,CEO,Healthcare,,180,70
Defective Lead 4378,Lead4378,Company 135,9876543210,United States,CEO,IT,50,90,70
Defective Lead 4379,Lead4379,Company 765,(415) 555-2671,,Manager,Healthcare,20,90,0
Defective Lead 4380,Lead4380,Company 1749,0044 7700 900123,US,,IT,5,,70
Defective Lead 4381,Lead4381,Company 868,4155552671,United States,,Manufacturing,,7,30
Defective Lead 4382,Lead4382,Company 737,4155552671,44,Manager,,200,,
Defective Lead 4383,Lead4383,Company 1124,4155552671,UK,Intern,Finance,1000,1,
Defective Lead 4384,Lead4384,Company 1515,+44 7700 900123,44,,,1000,1,5
Defective Lead 4385,Lead4385,Company 17,9876543210,India,Manager,Manufacturing,500,,
Defective Lead 4386,Lead4386,Company 1703,9876543210,United States,CEO,,50,3,10
Defective Lead 4387,Lead4387,Company 1806,9876543210,IN,CEO,Healthcare,20,30,0
Defective Lead 4388,Lead4388,Company 692,0044 7700 900123,India,Director,Finance,20,3,30
Defective Lead 4389,Lead4389,Company 710,0044 7700 900123,,,IT,1000,3,70
Defective Lead 4390,Lead4390,Company 1573,(415) 555-2671,91,Director,,200,1,0
Defective Lead 4391,Lead4391,Company 502,+91 98765 43210,91,CEO,Manufacturing,5,3,70
Defective Lead 4392,Lead4392,Company 226,+91 98765 43210,US,,Finance,,15,
Defective Lead 4393,Lead4393,Company 1094,(415) 555-2671,India,VP Sales,,5,90,5
Defective Lead 4394,Lead4394,Company 1354,+91 98765 43210,91,Manager,Finance,50,,5
Defective Lead 4395,Lead4395,Company 766,+91 98765 43210,United States,CTO,Finance,50,1,
Defective Lead 4396,Lead4396,Company 1051,0091-9876543210,44,VP Sales,Manufacturing,1000,180,90
Defective Lead 4397,Lead4397,Company 1143,+44 7700 900123,U.K,CTO,Healthcare,200,90,30
Defective Lead 4398,Lead4398,Company 1889,0044 7700 900123,,Intern,,20,,30
Defective Lead 4399,Lead4399,Company 1024,0044 7700 900123,UK,Intern,Finance,20,1,10
Defective Lead 4400,Lead4400,Company 1301,+44 7700 900123,IND,CEO,,200,15,
Defective Lead 4401,Lead4401,Company 66,9876543210,,,IT,,15,10
Defective Lead 4402,Lead4402,Company 406,,IND,VP Sales,Healthcare,500,15,90
Defective Lead 4403,Lead4403,Company 948,4155552671,IN,,Healthcare,,30,5
Defective Lead 4404,Lead4404,Company 831,,91,,Healthcare,,90,0
Defective Lead 4405,Lead4405,Company 607,+91 98765 43210,IN,,Finance,1000,3,0
Defective Lead 4406,Lead4406,Company 1820,9876543210,USA,Director,,,180,30
Defective Lead 4407,Lead4407,Company 1251,+91 98765 43210,44,Director,,50,180,30
Defective Lead 4408,Lead4408,Company 3,,IN,VP Sales,Finance,20,90,30
Defective Lead 4409,Lead4409,Company 161,+44 7700 900123,India,Intern,,50,3,0
Defective Lead 4410,Lead4410,Company 952,0091-9876543210,United States,Manager,Manufacturing,500,,0
Defective Lead 4411,Lead4411,Company 1859,9876543210,,,Healthcare,500,90,70
Defective Lead 4412,Lead4412,Company 445,9876543210,IN,Manager,,5,30,
Defective Lead 4413,Lead4413,Company 1469,(415) 555-2671,,Director,Healthcare,1000,,5
Defective Lead 4414,Lead4414,Company 580,4155552671,U.K,VP Sales,IT,20,3,5
Defective Lead 4415,Lead4415,Company 233,0091-9876543210,,CEO,IT,5,15,5
Defective Lead 4416,Lead4416,Company 1358,,US,,,500,1,10
Defective Lead 4417,Lead4417,Company 162,0044 7700 900123,44,CTO,Manufacturing,5,3,70
Defective Lead 4418,Lead4418,Company 232,+44 7700 900123,United States,Manager,IT,1000,1,90
Defective Lead 4419,Lead4419,Company 981,(415) 555-2671,United States,CTO,Manufacturing,500,1,10
Defective Lead 4420,Lead4420,Company 97,+91 98765 43210,44,,,500,1,90
Defective Lead 4421,Lead4421,Company 834,9876543210,,CEO,IT,,1,5
Defective Lead 4422,Lead4422,Company 533,(415) 555-2671,,CEO,Finance,5,90,
Defective Lead 4423,Lead4423,Company 1422,0091-9876543210,India,,Healthcare,,90,5
Defective Lead 4424,Lead4424,Company 904,4155552671,UK,Manager,Finance,1000,1,10
Defective Lead 4425,Lead4425,Company 1108,9876543210,U.K,CEO,IT,20,30,
Defective Lead 4426,Lead4426,Company 1286,9876543210,IN,Manager,Manufacturing,,15,0
Defective Lead 4427,Lead4427,Company 1545,0091-9876543210,,CEO,Healthcare,20,180,30
Defective Lead 4428,Lead4428,Company 1999,+91 98765 43210,India,Manager,,5,30,0
Defective Lead 4429,Lead4429,Company 390,4155552671,UK,Intern,,,180,5
Defective Lead 4430,Lead4430,Company 665,0044 7700 900123,,,Healthcare,20,7,70
Defective Lead 4431,Lead4431,Company 334,9876543210,U.K,,Healthcare,200,90,10
Defective Lead 4432,Lead4432,Company 55,+91 98765 43210,US,CTO,Manufacturing,200,90,70
Defective Lead 4433,Lead4433,Company 1841,(415) 555-2671,U.K,Manager,IT,5,7,0
Defective Lead 4434,Lead4434,Company 1566,+91 98765 43210,UK,CTO,Manufacturing,200,90,0
Defective Lead 4435,Lead4435,Company 846,4155552671,91,,,20,15,0
Defective Lead 4436,Lead4436,Company 573,0091-9876543210,India,CTO,Finance,,90,30
Defective Lead 4437,Lead4437,Company 239,(415) 555-2671,,,Finance,200,180,10
Defective Lead 4438,Lead4438,Company 260,,44,Intern,,50,15,5
Defective Lead 4439,Lead4439,Company 643,0044 7700 900123,,,Manufacturing,,3,0
Defective Lead 4440,Lead4440,Company 1378,(415) 555-2671,,Intern,Manufacturing,20,180,90
Defective Lead 4441,Lead4441,Company 1501,,USA,VP Sales,Healthcare,500,180,30
Defective Lead 4442,Lead4442,Company 603,9876543210,IN,CEO,IT,200,,
Defective Lead 4443,Lead4443,Company 1023,,IND,Director,,50,1,
Defective Lead 4444,Lead4444,Company 257,,IN,Director,Finance,20,3,90
Defective Lead 4445,Lead4445,Company 1774,+91 98765 43210,USA,Director,,1000,90,90
Defective Lead 4446,Lead4446,Company 288,,USA,,,50,1,5
Defective Lead 4447,Lead4447,Company 656,+44 7700 900123,USA,,Finance,1000,1,0
Defective Lead 4448,Lead4448,Company 944,(415) 555-2671,United States,CEO,,,90,70
Defective Lead 4449,Lead4449,Company 1196,+44 7700 900123,U.K,,,500,180,0
Defective Lead 4450,Lead4450,Company 262,4155552671,91,CTO,Healthcare,,1,5
Defective Lead 4451,Lead4451,Company 1866,0044 7700 900123,44,Intern,Healthcare,50,90,
Defective Lead 4452,Lead4452,Company 789,,United States,,,500,180,90
Defective Lead 4453,Lead4453,Company 403,4155552671,UK,Manager,Healthcare,,180,0
Defective Lead 4454,Lead4454,Company 1657,0044 7700 900123,U.K,CTO,Finance,50,90,
Defective Lead 4455,Lead4455,Company 974,0091-9876543210,U.K,CEO,,5,3,5
Defective Lead 4456,Lead4456,Company 1640,0091-9876543210,UK,CEO,Manufacturing,20,,30
Defective Lead 4457,Lead4457,Company 1493,(415) 555-2671,IN,VP Sales,Manufacturing,,7,30
Defective Lead 4458,Lead4458,Company 145,4155552671,44,Manager,,,30,
Defective Lead 4459,Lead4459,Company 1588,0091-9876543210,IN,,IT,500,15,
Defective Lead 4460,Lead4460,Company 1618,0091-9876543210,,Manager,Finance,200,15,5
Defective Lead 4461,Lead4461,Company 1398,4155552671,USA,CEO,,1000,180,90
Defective Lead 4462,Lead4462,Company 206,(415) 555-2671,India,Intern,,200,180,90
Defective Lead 4463,Lead4463,Company 730,,UK,Director,Manufacturing,,1,5
Defective Lead 4464,Lead4464,Company 1754,+91 98765 43210,IN,Intern,IT,5,1,0
Defective Lead 4465,Lead4465,Company 1104,4155552671,91,Manager,,5,3,90
Defective Lead 4466,Lead4466,Company 1289,+44 7700 900123,UK,CEO,Finance,,1,0
Defective Lead 4467,Lead4467,Company 1638,4155552671,U.K,VP Sales,Manufacturing,200,1,
Defective Lead 4468,Lead4468,Company 1066,4155552671,IND,Intern,Healthcare,5,30,70
Defective Lead 4469,Lead4469,Company 1153,0091-9876543210,IN,VP Sales,IT,,3,30
Defective Lead 4470,Lead4470,Company 1216,,United States,Intern,IT,50,7,30
Defective Lead 4471,Lead4471,Company 1652,+44 7700 900123,US,Manager,Finance,20,3,0
Defective Lead 4472,Lead4472,Company 1097,,UK,,,,7,5
Defective Lead 4473,Lead4473,Company 243,9876543210,IN,CEO,,50,180,90
Defective Lead 4474,Lead4474,Company 1043,(415) 555-2671,,Intern,Manufacturing,5,15,5
Defective Lead 4475,Lead4475,Company 1606,0044 7700 900123,91,Director,Healthcare,20,1,90
Defective Lead 4476,Lead4476,Company 1205,(415) 555-2671,US,Manager,Manufacturing,20,3,5
Defective Lead 4477,Lead4477,Company 687,+44 7700 900123,U.K,VP Sales,,50,90,10
Defective Lead 4478,Lead4478,Company 1646,4155552671,India,VP Sales,Finance,500,180,0
Defective Lead 4479,Lead4479,Company 204,+91 98765 43210,IN,,IT,50,,90
Defective Lead 4480,Lead4480,Company 894,9876543210,U.K,Manager,Healthcare,,7,10
Defective Lead 4481,Lead4481,Company 645,,44,CTO,Finance,,7,70
Defective Lead 4482,Lead4482,Company 1083,0091-9876543210,UK,,IT,,90,10
Defective Lead 4483,Lead4483,Company 1848,0091-9876543210,IN,Manager,Manufacturing,,90,70
Defective Lead 4484,Lead4484,Company 518,+44 7700 900123,India,Intern,,500,1,90
Defective Lead 4485,Lead4485,Company 599,(415) 555-2671,91,,Healthcare,,30,30
Defective Lead 4486,Lead4486,Company 1379,9876543210,IN,,Manufacturing,,7,30
Defective Lead 4487,Lead4487,Company 1842,4155552671,91,CEO,Finance,200,7,5
Defective Lead 4488,Lead4488,Company 774,,US,,,,15,
Defective Lead 4489,Lead4489,Company 367,0044 7700 900123,,Manager,Finance,50,1,0
Defective Lead 4490,Lead4490,Company 1107,,United States,Director,Manufacturing,,7,0
Defective Lead 4491,Lead4491,Company 1706,9876543210,USA,Intern,IT,500,30,90
Defective Lead 4492,Lead4492,Company 318,4155552671,IND,,Finance,50,,0
Defective Lead 4493,Lead4493,Company 1642,(415) 555-2671,44,,Finance,50,180,70
Defective Lead 4494,Lead4494,Company 400,+44 7700 900123,,CTO,IT,50,1,10
Defective Lead 4495,Lead4495,Company 563,+44 7700 900123,India,CTO,Finance,,7,90
Defective Lead 4496,Lead4496,Company 1394,0091-9876543210,United States,Director,Healthcare,1000,1,90
Defective Lead 4497,Lead4497,Company 921,0091-9876543210,IN,Intern,Finance,500,,10
Defective Lead 4498,Lead4498,Company 917,+91 98765 43210,,Intern,,500,90,30
Defective Lead 4499,Lead4499,Company 745,(415) 555-2671,United States,,Finance,1000,180,70
Defective Lead 4500,Lead4500,Company 84,(415) 555-2671,IND,,,,7,70
Defective Lead 4501,Lead4501,Company 1915,4155552671,U.K,,Finance,,90,70
Defective Lead 4502,Lead4502,Company 1578,0091-9876543210,44,Manager,Healthcare,,30,70
Defective Lead 4503,Lead4503,Company 1346,4155552671,UK,CEO,IT,500,1,70
Defective Lead 4504,Lead4504,Company 1592,,91,Intern,,50,180,5
Defective Lead 4505,Lead4505,Company 815,,India,Director,Healthcare,50,3,5
Defective Lead 4506,Lead4506,Company 387,0091-9876543210,91,VP Sales,,200,15,5
Defective Lead 4507,Lead4507,Company 1886,+91 98765 43210,U.K,Director,,20,15,5
Defective Lead 4508,Lead4508,Company 1788,,United States,,,20,,
Defective Lead 4509,Lead4509,Company 1585,9876543210,US,VP Sales,Healthcare,1000,7,0
Defective Lead 4510,Lead4510,Company 866,0091-9876543210,USA,Director,IT,500,90,90
Defective Lead 4511,Lead4511,Company 1711,,United States,Intern,,,7,0
Defective Lead 4512,Lead4512,Company 776,,UK,,Manufacturing,500,180,
Defective Lead 4513,Lead4513,Company 916,0091-9876543210,USA,CEO,,1000,90,10
Defective Lead 4514,Lead4514,Company 348,4155552671,IND,Director,Healthcare,5,90,90
Defective Lead 4515,Lead4515,Company 372,9876543210,,CTO,Manufacturing,5,90,30
Defective Lead 4516,Lead4516,Company 651,9876543210,,CTO,,,180,70
Defective Lead 4517,Lead4517,Company 1302,,IN,CEO,IT,1000,,
Defective Lead 4518,Lead4518,Company 904,+91 98765 43210,United States,CEO,,5,30,5
Defective Lead 4519,Lead4519,Company 77,,UK,VP Sales,IT,500,1,5
Defective Lead 4520,Lead4520,Company 143,0091-9876543210,,Director,,,180,
Defective Lead 4521,Lead4521,Company 835,0091-9876543210,UK,Intern,Manufacturing,50,3,70
Defective Lead 4522,Lead4522,Company 1019,+91 98765 43210,UK,Director,Finance,20,7,30
Defective Lead 4523,Lead4523,Company 1521,+44 7700 900123,IND,CEO,IT,200,7,0
Defective Lead 4524,Lead4524,Company 1652,(415) 555-2671,United States,Manager,Healthcare,,180,
Defective Lead 4525,Lead4525,Company 1811,,India,VP Sales,,1000,3,5
Defective Lead 4526,Lead4526,Company 1367,+44 7700 900123,IN,Manager,,50,7,10
Defective Lead 4527,Lead4527,Company 297,(415) 555-2671,United States,Manager,Manufacturing,,15,90
Defective Lead 4528,Lead4528,Company 911,0091-9876543210,United States,,Finance,50,180,70
Defective Lead 4529,Lead4529,Company 620,(415) 555-2671,US,,,,1,90
Defective Lead 4530,Lead4530,Company 146,+91 98765 43210,44,CEO,Manufacturing,5,30,30
Defective Lead 4531,Lead4531,Company 1092,,,,Healthcare,1000,15,70
Defective Lead 4532,Lead4532,Company 1128,+44 7700 900123,United States,CTO,,200,1,0
Defective Lead 4533,Lead4533,Company 1399,+44 7700 900123,USA,,,5,30,30
Defective Lead 4534,Lead4534,Company 499,9876543210,IN,Manager,,200,90,10
Defective Lead 4535,Lead4535,Company 158,4155552671,,,Finance,1000,90,90
Defective Lead 4536,Lead4536,Company 112,9876543210,USA,Intern,Finance,50,30,0
Defective Lead 4537,Lead4537,Company 1242,+44 7700 900123,United States,Director,,1000,,10
Defective Lead 4538,Lead4538,Company 369,,United States,Director,,500,180,70
Defective Lead 4539,Lead4539,Company 1619,+91 98765 43210,US,CTO,,,1,0
Defective Lead 4540,Lead4540,Company 1807,,UK,,Healthcare,20,7,
Defective Lead 4541,Lead4541,Company 1583,+44 7700 900123,91,Intern,Finance,1000,15,5
Defective Lead 4542,Lead4542,Company 1198,,UK,Director,Finance,5,,70
Defective Lead 4543,Lead4543,Company 1767,0091-9876543210,United States,Intern,,,30,10
Defective Lead 4544,Lead4544,Company 134,(415) 555-2671,IN,VP Sales,,,,10
Defective Lead 4545,Lead4545,Company 399,0091-9876543210,USA,Director,,,1,30
Defective Lead 4546,Lead4546,Company 1178,,IN,Manager,Manufacturing,,,5
Defective Lead 4547,Lead4547,Company 1632,0044 7700 900123,44,Intern,IT,50,30,30
Defective Lead 4548,Lead4548,Company 909,,India,Intern,IT,200,1,
Defective Lead 4549,Lead4549,Company 578,,United States,Director,IT,5,3,30
Defective Lead 4550,Lead4550,Company 1899,,,,,1000,1,30
Defective Lead 4551,Lead4551,Company 567,+91 98765 43210,IN,CTO,,,3,5
Defective Lead 4552,Lead4552,Company 1768,+91 98765 43210,USA,VP Sales,IT,,1,5
Defective Lead 4553,Lead4553,Company 1428,,91,CTO,Healthcare,20,,10
Defective Lead 4554,Lead4554,Company 151,4155552671,U.K,CEO,IT,500,,10
Defective Lead 4555,Lead4555,Company 862,,India,CEO,IT,,15,5
Defective Lead 4556,Lead4556,Company 639,+91 98765 43210,USA,Intern,Healthcare,20,1,0
Defective Lead 4557,Lead4557,Company 546,0091-9876543210,IN,VP Sales,Finance,20,15,0
Defective Lead 4558,Lead4558,Company 285,+44 7700 900123,UK,Intern,,20,7,90
Defective Lead 4559,Lead4559,Company 821,4155552671,91,Manager,Finance,,7,0
Defective Lead 4560,Lead4560,Company 1813,0044 7700 900123,India,,,200,,
Defective Lead 4561,Lead4561,Company 1936,,IND,,,500,3,30
Defective Lead 4562,Lead4562,Company 292,+44 7700 900123,IND,Manager,IT,5,30,5
Defective Lead 4563,Lead4563,Company 1263,,IN,,Finance,,180,70
Defective Lead 4564,Lead4564,Company 1879,4155552671,US,VP Sales,,,15,30
Defective Lead 4565,Lead4565,Company 1616,9876543210,USA,,IT,1000,,70
Defective Lead 4566,Lead4566,Company 504,0044 7700 900123,U.K,Manager,IT,,30,
Defective Lead 4567,Lead4567,Company 1202,+44 7700 900123,US,,Manufacturing,,15,10
Defective Lead 4568,Lead4568,Company 490,+44 7700 900123,U.K,CTO,,5,,90
Defective Lead 4569,Lead4569,Company 579,4155552671,,Intern,,20,1,
Defective Lead 4570,Lead4570,Company 749,,,Manager,Finance,,3,70
Defective Lead 4571,Lead4571,Company 1412,,UK,Manager,,50,180,90
Defective Lead 4572,Lead4572,Company 669,9876543210,44,,Finance,50,15,90
Defective Lead 4573,Lead4573,Company 780,9876543210,U.K,Director,,,3,10
Defective Lead 4574,Lead4574,Company 818,4155552671,UK,Director,Manufacturing,5,90,5
Defective Lead 4575,Lead4575,Company 1288,4155552671,U.K,CTO,Healthcare,200,7,90
Defective Lead 4576,Lead4576,Company 1100,,U.K,VP Sales,,500,30,70
Defective Lead 4577,Lead4577,Company 1795,0091-9876543210,91,CTO,IT,20,30,5
Defective Lead 4578,Lead4578,Company 1917,(415) 555-2671,India,CTO,IT,5,90,30
Defective Lead 4579,Lead4579,Company 1193,9876543210,UK,Manager,IT,200,,10
Defective Lead 4580,Lead4580,Company 1050,0044 7700 900123,IND,Intern,Healthcare,200,15,
Defective Lead 4581,Lead4581,Company 1345,(415) 555-2671,UK,VP Sales,Manufacturing,20,3,10
Defective Lead 4582,Lead4582,Company 238,0044 7700 900123,IND,Manager,Healthcare,50,,90
Defective Lead 4583,Lead4583,Company 375,,U.K,Intern,Manufacturing,20,3,5
Defective Lead 4584,Lead4584,Company 1311,,91,,IT,50,,30
Defective Lead 4585,Lead4585,Company 1442,(415) 555-2671,,VP Sales,,,30,70
Defective Lead 4586,Lead4586,Company 335,9876543210,U.K,VP Sales,,200,1,70
Defective Lead 4587,Lead4587,Company 1806,0044 7700 900123,UK,,IT,200,180,30
Defective Lead 4588,Lead4588,Company 702,+91 98765 43210,USA,Manager,,500,3,90
Defective Lead 4589,Lead4589,Company 1786,0091-9876543210,,Intern,,,1,
Defective Lead 4590,Lead4590,Company 792,+44 7700 900123,USA,,,,1,5
Defective Lead 4591,Lead4591,Company 1112,(415) 555-2671,USA,Intern,Healthcare,1000,15,10
Defective Lead 4592,Lead4592,Company 506,,91,Director,IT,50,7,0
Defective Lead 4593,Lead4593,Company 258,(415) 555-2671,USA,Intern,Healthcare,500,,0
Defective Lead 4594,Lead4594,Company 313,(415) 555-2671,,CEO,Manufacturing,1000,180,10
Defective Lead 4595,Lead4595,Company 1405,(415) 555-2671,UK,,,1000,180,90
Defective Lead 4596,Lead4596,Company 1976,(415) 555-2671,IND,,,1000,1,70
Defective Lead 4597,Lead4597,Company 1180,0044 7700 900123,United States,VP Sales,,,3,90
Defective Lead 4598,Lead4598,Company 155,(415) 555-2671,UK,VP Sales,,20,15,90
Defective Lead 4599,Lead4599,Company 115,0044 7700 900123,44,CTO,Manufacturing,5,1,0
Defective Lead 4600,Lead4600,Company 164,(415) 555-2671,US,,Healthcare,,3,30
Defective Lead 4601,Lead4601,Company 1771,+91 98765 43210,91,Manager,Manufacturing,1000,7,
Defective Lead 4602,Lead4602,Company 1066,(415) 555-2671,IN,Manager,Manufacturing,20,1,90
Defective Lead 4603,Lead4603,Company 451,+44 7700 900123,44,Intern,Healthcare,5,30,90
Defective Lead 4604,Lead4604,Company 409,+91 98765 43210,IN,Manager,Manufacturing,,30,70
Defective Lead 4605,Lead4605,Company 89,0044 7700 900123,IND,Manager,IT,500,180,70
Defective Lead 4606,Lead4606,Company 743,0091-9876543210,U.K,,Finance,500,30,
Defective Lead 4607,Lead4607,Company 358,+44 7700 900123,IN,,,20,1,70
Defective Lead 4608,Lead4608,Company 721,+44 7700 900123,,VP Sales,Healthcare,,,90
Defective Lead 4609,Lead4609,Company 1399,+44 7700 900123,91,VP Sales,Healthcare,,90,0
Defective Lead 4610,Lead4610,Company 273,9876543210,91,Intern,,200,3,10
Defective Lead 4611,Lead4611,Company 1384,+91 98765 43210,USA,CTO,Finance,20,1,5
Defective Lead 4612,Lead4612,Company 1938,(415) 555-2671,UK,Manager,Healthcare,,3,10
Defective Lead 4613,Lead4613,Company 291,(415) 555-2671,,,,200,,70
Defective Lead 4614,Lead4614,Company 309,,United States,Manager,IT,200,7,
Defective Lead 4615,Lead4615,Company 1649,,UK,CTO,,,90,0
Defective Lead 4616,Lead4616,Company 1585,,91,,,500,180,90
Defective Lead 4617,Lead4617,Company 1980,0044 7700 900123,IND,Director,Manufacturing,5,15,70
Defective Lead 4618,Lead4618,Company 374,9876543210,IN,Manager,Manufacturing,50,3,30
Defective Lead 4619,Lead4619,Company 1549,4155552671,91,CEO,,1000,180,0
Defective Lead 4620,Lead4620,Company 1701,0044 7700 900123,,VP Sales,Healthcare,20,180,90
Defective Lead 4621,Lead4621,Company 639,9876543210,IN,Intern,Finance,,3,
Defective Lead 4622,Lead4622,Company 46,+91 98765 43210,91,Director,Manufacturing,50,15,0
Defective Lead 4623,Lead4623,Company 1652,,91,,Finance,20,90,10
Defective Lead 4624,Lead4624,Company 952,9876543210,IND,CTO,,500,1,10
Defective Lead 4625,Lead4625,Company 354,,,VP Sales,Finance,5,7,30
Defective Lead 4626,Lead4626,Company 1204,(415) 555-2671,IND,Director,Finance,,15,70
Defective Lead 4627,Lead4627,Company 1599,0044 7700 900123,US,CTO,Finance,5,180,10
Defective Lead 4628,Lead4628,Company 1606,+44 7700 900123,44,VP Sales,IT,,,90
Defective Lead 4629,Lead4629,Company 1483,0044 7700 900123,US,CTO,Healthcare,5,30,
Defective Lead 4630,Lead4630,Company 41,(415) 555-2671,UK,Director,,5,180,0
Defective Lead 4631,Lead4631,Company 58,+91 98765 43210,IND,CEO,,200,,30
Defective Lead 4632,Lead4632,Company 1531,0044 7700 900123,USA,Intern,Manufacturing,,90,0
Defective Lead 4633,Lead4633,Company 1584,(415) 555-2671,USA,CEO,IT,1000,3,70
Defective Lead 4634,Lead4634,Company 25,4155552671,91,VP Sales,Finance,500,,90
Defective Lead 4635,Lead4635,Company 437,,91,VP Sales,,50,180,30
Defective Lead 4636,Lead4636,Company 999,+91 98765 43210,UK,Director,Healthcare,50,3,5
Defective Lead 4637,Lead4637,Company 1690,(415) 555-2671,United States,Manager,Manufacturing,1000,,
Defective Lead 4638,Lead4638,Company 28,+44 7700 900123,44,Intern,Manufacturing,50,7,0
Defective Lead 4639,Lead4639,Company 238,0091-9876543210,,,,,15,
Defective Lead 4640,Lead4640,Company 1327,9876543210,USA,CEO,,,15,5
Defective Lead 4641,Lead4641,Company 91,0091-9876543210,US,VP Sales,,500,7,10
Defective Lead 4642,Lead4642,Company 491,4155552671,U.K,VP Sales,Manufacturing,,15,0
Defective Lead 4643,Lead4643,Company 25,9876543210,,CTO,,,180,10
Defective Lead 4644,Lead4644,Company 762,+91 98765 43210,IN,CEO,Healthcare,500,7,5
Defective Lead 4645,Lead4645,Company 861,0091-9876543210,US,,Finance,5,1,0
Defective Lead 4646,Lead4646,Company 985,+91 98765 43210,IN,VP Sales,Manufacturing,50,3,5
Defective Lead 4647,Lead4647,Company 765,0044 7700 900123,,VP Sales,,,90,5
Defective Lead 4648,Lead4648,Company 368,0044 7700 900123,U.K,,Finance,1000,3,30
Defective Lead 4649,Lead4649,Company 1175,4155552671,IN,Director,Finance,20,7,90
Defective Lead 4650,Lead4650,Company 1077,(415) 555-2671,U.K,Intern,Finance,,90,5
Defective Lead 4651,Lead4651,Company 1099,0091-9876543210,United States,,Finance,1000,,0
Defective Lead 4652,Lead4652,Company 153,4155552671,UK,,,500,1,5
Defective Lead 4653,Lead4653,Company 1613,0091-9876543210,91,Manager,Healthcare,200,30,5
Defective Lead 4654,Lead4654,Company 1115,0091-9876543210,US,Manager,IT,20,3,
Defective Lead 4655,Lead4655,Company 687,,US,,,5,15,10
Defective Lead 4656,Lead4656,Company 36,,US,Intern,Healthcare,1000,3,
Defective Lead 4657,Lead4657,Company 1162,(415) 555-2671,,Director,IT,1000,,
Defective Lead 4658,Lead4658,Company 1570,0044 7700 900123,IND,Manager,Finance,,,
Defective Lead 4659,Lead4659,Company 1299,9876543210,,VP Sales,Manufacturing,5,90,0
Defective Lead 4660,Lead4660,Company 1994,4155552671,United States,CEO,,200,3,90
Defective Lead 4661,Lead4661,Company 828,+44 7700 900123,IND,Director,,1000,180,
Defective Lead 4662,Lead4662,Company 858,+91 98765 43210,India,CTO,Healthcare,,15,10
Defective Lead 4663,Lead4663,Company 1784,9876543210,U.K,CEO,Healthcare,50,30,
Defective Lead 4664,Lead4664,Company 795,0044 7700 900123,India,VP Sales,IT,,90,10
Defective Lead 4665,Lead4665,Company 1181,+91 98765 43210,USA,Director,,500,180,5
Defective Lead 4666,Lead4666,Company 1564,0091-9876543210,91,Intern,,200,15,10
Defective Lead 4667,Lead4667,Company 1113,(415) 555-2671,United States,Intern,Finance,500,1,0
Defective Lead 4668,Lead4668,Company 1529,+44 7700 900123,44,,Finance,50,15,90
Defective Lead 4669,Lead4669,Company 1902,4155552671,USA,Director,Manufacturing,500,1,10
Defective Lead 4670,Lead4670,Company 1123,(415) 555-2671,IND,,Manufacturing,,1,90
Defective Lead 4671,Lead4671,Company 1451,0044 7700 900123,91,,Manufacturing,50,180,
